GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM
1,MATHEMATICS,110,4.9
1,MATHEMATICS,111,4.9
1,MATHEMATICS,112,4.9
1,MATHEMATICS,113,4.9
1,MATHEMATICS,114,4.9
1,MATHEMATICS,115,4.9
1,MATHEMATICS,116,4.9
1,MATHEMATICS,117,4.9
1,MATHEMATICS,118,4.9
1,MATHEMATICS,119,4.9
1,MATHEMATICS,120,4.9
1,MATHEMATICS,121,4.9
1,MATHEMATICS,122,4.9
1,MATHEMATICS,123,4.9
1,MATHEMATICS,124,4.9
1,MATHEMATICS,125,4.9
1,MATHEMATICS,126,4.9
1,MATHEMATICS,127,4.9
1,MATHEMATICS,128,4.9
1,MATHEMATICS,129,4.9
1,MATHEMATICS,130,4.9
1,MATHEMATICS,131,4.9
1,MATHEMATICS,132,4.9
1,MATHEMATICS,133,4.9
1,MATHEMATICS,134,4.9
1,MATHEMATICS,135,4.9
1,MATHEMATICS,136,4.9
1,MATHEMATICS,137,4.9
1,MATHEMATICS,138,4.9
1,MATHEMATICS,139,4.9
1,MATHEMATICS,140,4.9
1,MATHEMATICS,141,4.9
1,MATHEMATICS,142,4.9
1,MATHEMATICS,143,4.9
1,MATHEMATICS,144,4.9
1,MATHEMATICS,145,4.9
1,MATHEMATICS,146,4.9
1,MATHEMATICS,147,4.9
1,MATHEMATICS,148,4.9
1,MATHEMATICS,149,4.9
1,MATHEMATICS,150,4.9
1,MATHEMATICS,151,4.9
1,MATHEMATICS,152,4.9
1,MATHEMATICS,153,4.9
1,MATHEMATICS,154,4.9
1,MATHEMATICS,155,4.9
1,MATHEMATICS,156,4.9
1,MATHEMATICS,157,4.9
1,MATHEMATICS,158,4.9
1,MATHEMATICS,159,4.9
1,MATHEMATICS,160,4.9
1,MATHEMATICS,161,4.9
1,MATHEMATICS,162,4.9
1,MATHEMATICS,163,4.9
1,MATHEMATICS,164,4.9
1,MATHEMATICS,165,4.9
1,MATHEMATICS,166,4.9
1,MATHEMATICS,167,4.9
1,MATHEMATICS,168,4.9
1,MATHEMATICS,169,4.9
1,MATHEMATICS,170,4.9
1,MATHEMATICS,171,4.9
1,MATHEMATICS,172,4.9
1,MATHEMATICS,173,4.9
1,MATHEMATICS,174,4.9
1,MATHEMATICS,175,4.9
1,MATHEMATICS,176,4.9
1,MATHEMATICS,177,4.9
1,MATHEMATICS,178,4.9
1,MATHEMATICS,179,4.9
1,MATHEMATICS,180,4.9
1,MATHEMATICS,181,4.9
1,MATHEMATICS,182,4.9
1,MATHEMATICS,183,4.9
1,MATHEMATICS,184,4.9
1,MATHEMATICS,185,4.9
1,MATHEMATICS,186,4.9
1,MATHEMATICS,187,4.9
1,MATHEMATICS,188,4.9
1,MATHEMATICS,189,4.9
1,MATHEMATICS,190,4.9
1,MATHEMATICS,191,4.9
1,MATHEMATICS,192,4.9
1,MATHEMATICS,193,4.9
1,MATHEMATICS,194,4.9
1,MATHEMATICS,195,4.9
1,MATHEMATICS,196,4.9
1,MATHEMATICS,197,4.9
1,MATHEMATICS,198,4.9
1,MATHEMATICS,199,4.9
1,MATHEMATICS,200,4.9
1,MATHEMATICS,201,4.9
1,MATHEMATICS,202,4.9
1,MATHEMATICS,203,4.9
1,MATHEMATICS,204,4.9
1,LITERACY,110,4.1
1,LITERACY,111,4.1
1,LITERACY,112,4.1
1,LITERACY,113,4.1
1,LITERACY,114,4.1
1,LITERACY,115,4.1
1,LITERACY,116,4.1
1,LITERACY,117,4.1
1,LITERACY,118,4.1
1,LITERACY,119,4.1
1,LITERACY,120,4.1
1,LITERACY,121,4.1
1,LITERACY,122,4.1
1,LITERACY,123,4.1
1,LITERACY,124,4.1
1,LITERACY,125,4.1
1,LITERACY,126,4.1
1,LITERACY,127,4.1
1,LITERACY,128,4.1
1,LITERACY,129,4.1
1,LITERACY,130,4.1
1,LITERACY,131,4.1
1,LITERACY,132,4.1
1,LITERACY,133,4.1
1,LITERACY,134,4.1
1,LITERACY,135,4.1
1,LITERACY,136,4.1
1,LITERACY,137,4.1
1,LITERACY,138,4.1
1,LITERACY,139,4.1
1,LITERACY,140,4.1
1,LITERACY,141,4.1
1,LITERACY,142,4.1
1,LITERACY,143,4.1
1,LITERACY,144,4.1
1,LITERACY,145,4.1
1,LITERACY,146,4.1
1,LITERACY,147,4.1
1,LITERACY,148,4.1
1,LITERACY,149,4.1
1,LITERACY,150,4.1
1,LITERACY,151,4.1
1,LITERACY,152,4.1
1,LITERACY,153,4.1
1,LITERACY,154,4.1
1,LITERACY,155,4.1
1,LITERACY,156,4.1
1,LITERACY,157,4.1
1,LITERACY,158,4.1
1,LITERACY,159,4.1
1,LITERACY,160,4.1
1,LITERACY,161,4.1
1,LITERACY,162,4.1
1,LITERACY,163,4.1
1,LITERACY,164,4.1
1,LITERACY,165,4.1
1,LITERACY,166,4.1
1,LITERACY,167,4.1
1,LITERACY,168,4.1
1,LITERACY,169,4.1
1,LITERACY,170,4.1
1,LITERACY,171,4.1
1,LITERACY,172,4.1
1,LITERACY,173,4.1
1,LITERACY,174,4.1
1,LITERACY,175,4.1
1,LITERACY,176,4.1
1,LITERACY,177,4.1
1,LITERACY,178,4.1
1,LITERACY,179,4.1
1,LITERACY,180,4.1
1,LITERACY,181,4.1
1,LITERACY,182,4.1
1,LITERACY,183,4.1
1,LITERACY,184,4.1
1,LITERACY,185,4.1
1,LITERACY,186,4.1
1,LITERACY,187,4.1
1,LITERACY,188,4.1
1,LITERACY,189,4.1
1,LITERACY,190,4.1
1,LITERACY,191,4.1
1,LITERACY,192,4.1
1,LITERACY,193,4.1
1,LITERACY,194,4.1
1,LITERACY,195,4.1
1,LITERACY,196,4.1
1,LITERACY,197,4.1
1,LITERACY,198,4.1
1,LITERACY,199,4.1
1,LITERACY,200,4.1
1,LITERACY,201,4.1
1,LITERACY,202,4.1
1,LITERACY,203,4.1
1,LITERACY,204,4.1
2,MATHEMATICS,120,5.5
2,MATHEMATICS,121,5.5
2,MATHEMATICS,122,5.5
2,MATHEMATICS,123,5.5
2,MATHEMATICS,124,5.5
2,MATHEMATICS,125,5.5
2,MATHEMATICS,126,5.5
2,MATHEMATICS,127,5.5
2,MATHEMATICS,128,5.5
2,MATHEMATICS,129,5.5
2,MATHEMATICS,130,5.5
2,MATHEMATICS,131,5.5
2,MATHEMATICS,132,5.5
2,MATHEMATICS,133,5.5
2,MATHEMATICS,134,5.5
2,MATHEMATICS,135,5.5
2,MATHEMATICS,136,5.5
2,MATHEMATICS,137,5.5
2,MATHEMATICS,138,5.5
2,MATHEMATICS,139,5.5
2,MATHEMATICS,140,5.5
2,MATHEMATICS,141,5.5
2,MATHEMATICS,142,5.5
2,MATHEMATICS,143,5.5
2,MATHEMATICS,144,5.5
2,MATHEMATICS,145,5.5
2,MATHEMATICS,146,5.5
2,MATHEMATICS,147,5.5
2,MATHEMATICS,148,5.5
2,MATHEMATICS,149,5.5
2,MATHEMATICS,150,5.5
2,MATHEMATICS,151,5.5
2,MATHEMATICS,152,5.5
2,MATHEMATICS,153,5.5
2,MATHEMATICS,154,5.5
2,MATHEMATICS,155,5.5
2,MATHEMATICS,156,5.5
2,MATHEMATICS,157,5.5
2,MATHEMATICS,158,5.5
2,MATHEMATICS,159,5.5
2,MATHEMATICS,160,5.5
2,MATHEMATICS,161,5.5
2,MATHEMATICS,162,5.5
2,MATHEMATICS,163,5.5
2,MATHEMATICS,164,5.5
2,MATHEMATICS,165,5.5
2,MATHEMATICS,166,5.5
2,MATHEMATICS,167,5.5
2,MATHEMATICS,168,5.5
2,MATHEMATICS,169,5.5
2,MATHEMATICS,170,5.5
2,MATHEMATICS,171,5.5
2,MATHEMATICS,172,5.5
2,MATHEMATICS,173,5.5
2,MATHEMATICS,174,5.5
2,MATHEMATICS,175,5.5
2,MATHEMATICS,176,5.5
2,MATHEMATICS,177,5.5
2,MATHEMATICS,178,5.5
2,MATHEMATICS,179,5.5
2,MATHEMATICS,180,5.5
2,MATHEMATICS,181,5.5
2,MATHEMATICS,182,5.5
2,MATHEMATICS,183,5.5
2,MATHEMATICS,184,5.5
2,MATHEMATICS,185,5.5
2,MATHEMATICS,186,5.5
2,MATHEMATICS,187,5.5
2,MATHEMATICS,188,5.5
2,MATHEMATICS,189,5.5
2,MATHEMATICS,190,5.5
2,MATHEMATICS,191,5.5
2,MATHEMATICS,192,5.5
2,MATHEMATICS,193,5.5
2,MATHEMATICS,194,5.5
2,MATHEMATICS,195,5.5
2,MATHEMATICS,196,5.5
2,MATHEMATICS,197,5.5
2,MATHEMATICS,198,5.5
2,MATHEMATICS,199,5.5
2,MATHEMATICS,200,5.5
2,MATHEMATICS,201,5.5
2,MATHEMATICS,202,5.5
2,MATHEMATICS,203,5.5
2,MATHEMATICS,204,5.5
2,MATHEMATICS,205,5.5
2,MATHEMATICS,206,5.5
2,MATHEMATICS,207,5.5
2,MATHEMATICS,208,5.5
2,MATHEMATICS,209,5.5
2,MATHEMATICS,210,5.5
2,MATHEMATICS,211,5.5
2,MATHEMATICS,212,5.5
2,MATHEMATICS,213,5.5
2,MATHEMATICS,214,5.5
2,MATHEMATICS,215,5.5
2,MATHEMATICS,216,5.5
2,MATHEMATICS,217,5.5
2,MATHEMATICS,218,5.5
2,MATHEMATICS,219,5.5
2,MATHEMATICS,220,5.5
2,MATHEMATICS,221,5.5
2,MATHEMATICS,222,5.5
2,MATHEMATICS,223,5.5
2,MATHEMATICS,224,5.5
2,MATHEMATICS,225,5.5
2,MATHEMATICS,226,5.5
2,MATHEMATICS,227,5.5
2,MATHEMATICS,228,5.5
2,MATHEMATICS,229,5.5
2,MATHEMATICS,230,5.5
2,MATHEMATICS,231,5.5
2,MATHEMATICS,232,5.5
2,MATHEMATICS,233,5.5
2,MATHEMATICS,234,5.5
2,MATHEMATICS,235,5.5
2,MATHEMATICS,236,5.5
2,MATHEMATICS,237,5.5
2,MATHEMATICS,238,5.5
2,MATHEMATICS,239,5.5
2,LITERACY,120,4.8
2,LITERACY,121,4.8
2,LITERACY,122,4.8
2,LITERACY,123,4.8
2,LITERACY,124,4.8
2,LITERACY,125,4.8
2,LITERACY,126,4.8
2,LITERACY,127,4.8
2,LITERACY,128,4.8
2,LITERACY,129,4.8
2,LITERACY,130,4.8
2,LITERACY,131,4.8
2,LITERACY,132,4.8
2,LITERACY,133,4.8
2,LITERACY,134,4.8
2,LITERACY,135,4.8
2,LITERACY,136,4.8
2,LITERACY,137,4.8
2,LITERACY,138,4.8
2,LITERACY,139,4.8
2,LITERACY,140,4.8
2,LITERACY,141,4.8
2,LITERACY,142,4.8
2,LITERACY,143,4.8
2,LITERACY,144,4.8
2,LITERACY,145,4.8
2,LITERACY,146,4.8
2,LITERACY,147,4.8
2,LITERACY,148,4.8
2,LITERACY,149,4.8
2,LITERACY,150,4.8
2,LITERACY,151,4.8
2,LITERACY,152,4.8
2,LITERACY,153,4.8
2,LITERACY,154,4.8
2,LITERACY,155,4.8
2,LITERACY,156,4.8
2,LITERACY,157,4.8
2,LITERACY,158,4.8
2,LITERACY,159,4.8
2,LITERACY,160,4.8
2,LITERACY,161,4.8
2,LITERACY,162,4.8
2,LITERACY,163,4.8
2,LITERACY,164,4.8
2,LITERACY,165,4.8
2,LITERACY,166,4.8
2,LITERACY,167,4.8
2,LITERACY,168,4.8
2,LITERACY,169,4.8
2,LITERACY,170,4.8
2,LITERACY,171,4.8
2,LITERACY,172,4.8
2,LITERACY,173,4.8
2,LITERACY,174,4.8
2,LITERACY,175,4.8
2,LITERACY,176,4.8
2,LITERACY,177,4.8
2,LITERACY,178,4.8
2,LITERACY,179,4.8
2,LITERACY,180,4.8
2,LITERACY,181,4.8
2,LITERACY,182,4.8
2,LITERACY,183,4.8
2,LITERACY,184,4.8
2,LITERACY,185,4.8
2,LITERACY,186,4.8
2,LITERACY,187,4.8
2,LITERACY,188,4.8
2,LITERACY,189,4.8
2,LITERACY,190,4.8
2,LITERACY,191,4.8
2,LITERACY,192,4.8
2,LITERACY,193,4.8
2,LITERACY,194,4.8
2,LITERACY,195,4.8
2,LITERACY,196,4.8
2,LITERACY,197,4.8
2,LITERACY,198,4.8
2,LITERACY,199,4.8
2,LITERACY,200,4.8
2,LITERACY,201,4.8
2,LITERACY,202,4.8
2,LITERACY,203,4.8
2,LITERACY,204,4.8
2,LITERACY,205,4.8
2,LITERACY,206,4.8
2,LITERACY,207,4.8
2,LITERACY,208,4.8
2,LITERACY,209,4.8
2,LITERACY,210,4.8
2,LITERACY,211,4.8
2,LITERACY,212,4.8
2,LITERACY,213,4.8
2,LITERACY,214,4.8
2,LITERACY,215,4.8
2,LITERACY,216,4.8
2,LITERACY,217,4.8
2,LITERACY,218,4.8
2,LITERACY,219,4.8
2,LITERACY,220,4.8
2,LITERACY,221,4.8
2,LITERACY,222,4.8
2,LITERACY,223,4.8
2,LITERACY,224,4.8
2,LITERACY,225,4.8
2,LITERACY,226,4.8
2,LITERACY,227,4.8
2,LITERACY,228,4.8
2,LITERACY,229,4.8
2,LITERACY,230,4.8
2,LITERACY,231,4.8
2,LITERACY,232,4.8
2,LITERACY,233,4.8
2,LITERACY,234,4.8
2,LITERACY,235,4.8
2,LITERACY,236,4.8
2,LITERACY,237,4.8
2,LITERACY,238,4.8
2,LITERACY,239,4.8
